,Headings,Content,Stars,headingSentiment,headingSentimentScore,contentSentiment,contentSentimentScore
614,"

                        Worst company ever
                
","
                Worst company ever. 3 rides and every time i have had to deal with multiple unorthurised transactions made to my account. I have spent 2 weeks of ongoing emails trying to rectify this including them demanding screen shots of my bank history. Which i provided and came to no avail. Either its deliberate or the staff are thick as hell. Avoid this company like a plague. You are certain to be ripped off. 4 transactions from me, the first was fine, 3 after that of triple charges and multiple holds on my account which they refuse to help with, thats a breach of consumer law. Do not bother with this disaster of a company.
            ",1,NEGATIVE,0.999991774559021,NEGATIVE,0.9999983310699463
615,"

                        First ride was supposed to be free then…
                
","
                First ride was supposed to be free then 5 more rides with 50% off I believe? Except when I booked my first ride taxi said it was here but I couldn't see it anywhere then less than a minute later I had a recept come through saying they had picked me up and dropped me off and chaged me £5. I dont use user because they are so unreliable but you have exceeded in their uselessness so will definitely not be using this company again either!!!!
            ",1,NEGATIVE,0.983949601650238,NEGATIVE,0.9999650716781616
616,"

                        I’ve been over charged by £20 for a…
                
","
                I’ve been over charged by £20 for a 7min drive rip off!!!!!
            ",1,NEGATIVE,0.9956653714179993,NEGATIVE,0.999982476234436
617,"

                        The advertisement of 50% discount is…
                
","
                The advertisement of 50% discount is not working, i had my first ride but it was not cut by 50% because there's no coupon when im trying to tap the apply coupon button. I was charged the whole price and more than 3 dollars additional, why is that? It was not being accurate from what they advertised and information you placed in your app and website. Plus the waiting time for the taxi is so delayed than what they put in the app. Poor service.
            ",1,NEGATIVE,0.9960535764694214,NEGATIVE,0.9999890327453613
618,"

                        Fare said £6.57 when I booked
                
","
                Fare said £6.57 when I booked. I applied discount at checkout which made the fare £3.98. I was actually charged £6.38 and when I looked at the invoice breakdown it said the original fare was £9 with a £3 discount!. That makes Ola more expensive than any of my local taxi firms and around the same cost as a Black Cab! I won't bother again.
            ",1,NEGATIVE,0.9882802963256836,NEGATIVE,0.9999901056289673
619,"

                        Very bad do not use Ola
                
","
                Very bad, impossible to contact, app doesn’t reflect actual wait times, can not make contact with anyone and have had to go through PayPal, very poor customer assistance, I will not be using them again
            ",1,NEGATIVE,0.999883770942688,NEGATIVE,0.9999855756759644
620,"

                        At first this company was great but then...
                
","
                At first this company was great. Cheap prices and friendly staff. However I tried to order for me to go home after seeing my daughter and the taxi driver never turned up. I phoned him and he said he was somewhere else when I asked for my location. Tried calling him two times and he wouldn’t answer the phone. Then he cancelled my trip and I was charged £4 for something I didn’t use. I have complained with no answer. I have removed the app and will not be using again. Uber is more expensive then Ola but at least with Uber I actually get the taxi and I will not be charged for something I didn’t use. Avoid this company.
            ",1,POSITIVE,0.5080052614212036,NEGATIVE,0.9999905824661255
621,"

                        Terrible!
                
","
                Terrible!! On multiple occasions the Driver was 1 minue from us. Then 15 minutes away.. then never arrived and wouldn't answer his phone. The last instance of this was today and it caused us stress and upset. If you need to get somewhere this service is useless!! I wil never use it again!!
            ",1,NEGATIVE,0.9999904632568359,NEGATIVE,0.9999955892562866
622,"

                        My invoice for my ride was $24.80 but…
                
","
                My invoice for my ride was $24.80 but when I checked my credit card statement that day i was charged $35.00. I emailed support straight away. That was one week ago and haven't heard back from them. I guess I will have to contact my bank.
            ",1,POSITIVE,0.5269061923027039,NEGATIVE,0.9997184872627258
623,"

                        Not good driver laughing on phone…
                
","
                Not good driver laughing on phone playing his music did not turn up deleting my app
            ",1,NEGATIVE,0.9968782663345337,NEGATIVE,0.9997509121894836
624,"

                        Birmingham.
                
","
                Birmingham.. my daughter ordered one for me. Disgusting driver.. Big van turned up. I clambered up into it and try to shut the big sliding door.   Im trying to open window as late hot summer night.  Driver too busy talking on his mobile.  Im asking if opens and he says yes window opens and carries on talking on mobile.  Its late night so pitch black .. I spend 10 mins feeling around trying to open.  In end I say loudly “excuse me  I asked you 10 mins ago if opens”  he sarcastically says they dont  thats why I opened front ! Speaking to me In a sarcastic way.   I just tell him carry on talking on mobile.   Terrible service
            ",1,POSITIVE,0.9654151201248169,NEGATIVE,0.9999790191650391
625,"

                        Terrible!!!
                
","
                Terrible. Before you confirm booking, the app shows multiple cars in the area and tells you a car is 1 or 2 mins away (in my experience). Once you confirm and payment is authorised, the car was shown as 9 mins away. We were running late but chose to wait. We watched the GPS and the app showed the car going backwards and forwards in the same position for 8 minutes, but the estimated arrival stayed at 6 mins! 20 minutes after we ordered, we called the driver and he advised he was still 9 minutes away due to traffic! This was the second time ordering an Ola - the first experience was the same but we gave Ola the benefit of the doubt and tried again because of the 50% off for 2 weeks promotion.  Cancelled the Ola and reverted to Uber. The Uber app told us the car was 2mins away - and what do you know? We were picked up in 2 mins. We'll stick to Uber thanks, and will recommend everyone stay with Uber! Sorry Ola drivers who were pushing us to use Ola for the better commission rate for drivers.  Customer experience is key!!! The app does not accurately reflect ETA and is misleading. Uber is definitely a superior customer experience!
            ",1,NEGATIVE,0.9999932050704956,NEGATIVE,0.9999910593032837
626,"

                        It’s happened too many times now
                
","
                It’s happened too many times now. I’ve had drivers drive right past me and continue driving even though I signalled to them to stop, then they cancel my ride and I have to wait for another driver to accept my ride. It’s bullsh*tOla does nothing about it.
            ",1,NEGATIVE,0.9971895813941956,NEGATIVE,0.9999881982803345
627,"

                        Thought I would give OLA a try, avoid at all costs!
                
","
                First time user of OLA, what a mistake.I booked ola, the driver drove past me and ended up 850m away from me, I rang and ask what he was doing and he told me he was outside sunbbq waiting for me. I told him the pickup address was at 402 Newcastle St Northbridge, as per what I entered. He again told me where he was waiting for me and that his GPS was correct and I was wrong.After about 4 minutes of explaining where I was and how to get to me, he said he was coming (all he had to drive was 850m west along Newcastle St to where I was). After waiting for 10 minutes, I tried calling him and I recieved a message that he could not be connected. I tried calling him 3 or 4 times more without success. Soon after I got a cancellation notice and charged a $10 cancellation fee.Apart from mgetting charged for somethng that was not my fault, the more upsetting part was that I had to deal with such a rude person who just cancelled and blocked my number.I tried contacting OLA and support is non-existant, every time I follow instructions as to what I need to do I receive a message that the server is down. I contacted UBER who came immediatley and got me to my function ontime no thanks to OLA.I have added a screenshot of the driver ""WAJDI ALNAJJAR: White ix35) avoid him at all costs.
            ",1,NEGATIVE,0.9999405145645142,NEGATIVE,0.9999872446060181
628,"

                        They are cheats, don't use them
                
","
                Not only did a car not turn up, they even charged me $23.50 for it. Absolutely disgusting, scam artists and cheats. Hope they are investigated as lots of other people have also complained about similar issues.
            ",1,NEGATIVE,0.9912788271903992,NEGATIVE,0.9999920129776001
629,"

                        F*** you Ola!
                
","
                F*** you Ola!! You've cancelled on me one too many times
            ",1,NEGATIVE,0.8253870010375977,NEGATIVE,0.9994848966598511
630,"

                        I’m currently having a very bad…
                
","
                I’m currently having a very bad experience with Ola support which is dragging on for month now and still isn’t resolved. It all started with my account being blocked all of a sudden without any explanation. The simply request to unblock my account hasn’t been resolved. All I receive is that the respective team is working on it. Last Friday I eventually have been informed that all should be fine now. Guess what, registering myself under my mobile number still ends up in a message stating my account is blocked.
            ",1,NEGATIVE,0.9993979930877686,NEGATIVE,0.999995231628418
631,"

                        Unfair cancellation fee
                
","
                The drivers that arrive are always good safe and professional. I had a run of drivers where the app said they were minutes away and then they weren't.  Three cans said they were on their way and then drove the other way and dropped off the app screenand never showed up.  I cancelled all three when they dropped off the screen. And now I have been charged a cancellation fee. When I tried to challenge the fee, I got a message saying I couldn't. Very poor show Ola. You are letting your drivers down, the ones that do show up.
            ",1,NEGATIVE,0.9994809031486511,NEGATIVE,0.9999912977218628
632,"

                        I had a ride in Ola cab on 24th of July…
                
","
                I had a ride in Ola cab on 24th of July Wednesday to go to my school. And unfortunately i left my phone in the cab. As soon i entered to my class i realized my phone isn't in my bag then i give a ring to my phone but no one answered. Then we mailed to Ola center but got such a late response. i am very sure that i left my phone in the cab the the driver denied about it informed by Ola center. After that i asked for  a driver number and instead of the driver his wife was taking in the phone and i asked her to give a phone to the driver but she got so angry and didn't let me talk with him which is very unfair. What about my phone? is this all the Ola support center do? where is customer service and safety? I am so helpless and i can't do anything about it. The driver was dishonest and i am not satisfied with the response.
            ",1,POSITIVE,0.9938588738441467,NEGATIVE,0.9999521970748901
633,"

                        First and last time I will use OLA
                
","
                First and last time I will use OLAdriver cancelled than charged me for it Ola's customer support the worse I have ever seen 27 minutes on hold before I gave up I should have read the reviews before trying it out just deleted the app I will never betray you again UBER
            ",1,POSITIVE,0.9975827932357788,NEGATIVE,0.9999890327453613
634,"

                        BE AWARE OF SCAMS WHILE DRIVING WITH…
                
","
                BE AWARE OF SCAMS WHILE DRIVING WITH OLA Not satisfied neither happy with Ola and I will never operate a ride share service through OLA. Since OLA has refused to pay me for the service that I have provided, there is not much else that I can do but to warn everyone else who is considering using OLA app.•	I had a rider who booked and I picked him up, advised me I will be his personal driver for the night.•	Went different locations with toll charges and drove for more than 10 hours around Brisbane and North side went through Clem 7 and most of the tolls around Logan area.•	My role as a Ride share driver partner is to drive clients from A to B. It is not my duty to track and record the movement of the vehicle from location A to B or record.•	It is not my duty to chase payments from clients directly. It is legal requirements and a contract between driver partner and The Plat form provider (OLA). OLA Company is obligated to obtain payment for the transportation service that we (drivers) provide to members of the public who book through the app. In my experience OLA has failed me in this regard.I have made numerous attempts to find out why I was not being paid for the work I have done and response from Ola customer care was very poor and unprofessional.•	I have also attached Toll charges for the night. The client who booked me at the beginning stayed with me throughout the 10 hour period and all of the passengers he asked me to transport asked me not to finish the trip and kept changing the address.•	On the second day, the previous client called me to hire my service for the whole night again. When he tried to book through Ola App it did not work for him. I contacted Ola but was told there were technical problems.   I then encouraged him to use Uber as I drive for both companies; however he was a bit hesitant.•	He was using different names and calling different people using codes and always checking his phone and mentioning numbers a lot. Whenever he was purchasing food or drinks he would send others with just credit card information and no card, just orders Online.  He was using Melody. A few times businesses like KFC declined to process order, he insisted he paid online but the manager said you need to pay here because that money did not go through. The client said let’s go, he conned Hungry Jacks business and ordered a lot of food. At this point I began to suspect something was not right. When I realized I was dealing with an organized syndicate who were into defrauding businesses and citizens by using stolen credit card information. •	After finalizing pick up for one of his friends I asked him to rebook again but he was unsuccessful.  After 7 hours of driving they couldn’t order through Ola or Uber and I told them can’t help you if you can’t make a request for one of the service.•	I called Policelink to report suspicious behaviour and made police statement and I am currently waiting for CCTV videos for the locations the client took me. If OLA does not pay me.   I am sharing my experience with Current Affair Media so OLA can be exposed for its dodgy business practices not to mention the unprofessional and incompetent reception drivers like me get when it comes to paying us the fees owed to us.•	I highly commend UBER Ride Share Service as I have received every cent I made with Uber App in 24 hours but have not received a cent from Ola. •	OLA has admitted that they do not have the capacity to track vehicles using their app so please consider your safety if this is the case whether you are the driver or the rider.Just to warn my fellow driver partners please don’t drive Ola cabs as they rip you off and the hard working citizens of this beautiful land.
            ",1,NEGATIVE,0.9470809698104858,NEGATIVE,0.9999629259109497
635,"

                        I had the absolute worst experience…
                
","
                I had the absolute worst experience with Ola. The customer service email/line is absolutely appalling! I have sent email after email and they are totally ignoring me. They over charged me by $12, the pick up was a struggle as the number plates didn’t match. NEVER RIDE WITH OLA. I will be taking this further.
            ",1,NEGATIVE,0.9999933242797852,NEGATIVE,0.9999970197677612
636,"

                        I dont know why people giving it 1…
                
","
                I dont know why people giving it 1 start and so negative review my experience with ola is amazing so far and all of  my friends are using it over uber best service then uber and good rates .thanks ola.
            ",5,NEGATIVE,0.9642472863197327,POSITIVE,0.9521192908287048
637,"

                        terrible service and charge money without services
                
","
                it has been a long time ago, I booked Ola for my trip from Sunshine to the city. I was waiting for a long time and the driver just went around and he could not pick me up. It took 20' to wait and then the driver canceled my trip. I was charged $9.56 with no reasons. I deleted Ola app because I dont want to use it anymore. however, I received an invoice with EBT COLLECTION COMPANY. The invoice  I received again with amount is $14.24??? what wrong with that company? They are a terrible driver company ever. I never use it again.
            ",1,NEGATIVE,0.9998942613601685,NEGATIVE,0.9999901056289673
638,"

                        When I booked the taxi it said 8 mins…
                
","
                When I booked the taxi it said 8 mins which it continued to say for over 30 mins. When I rang the driver to see if he was coming he cancelled. DO NOT USE
            ",1,NEGATIVE,0.9983273148536682,NEGATIVE,0.9998846054077148
639,"

                        Do not use OLA
                
","
                Never use ola. Absolute load of crap. Booked a ride, they took my money and did not pick me up, I phoned the driver after 15 minutes of waiting for the ola when it was predicted 5 minutes which then my ride said rate your ride, he answered my call and I said I’m calling about my ola he said oh what do you want in a very rude manor, he said I’m doing a different lift instead, I said well that’s not acceptable and that I hope I’m not being charged for this. I then received a email receipt saying I had been charged because he ‘done the ride’ he put it through and lied about doing it. Hope your proud of your drivers Ola, considering what he done was theft. Goodluck keeping your business 👍🏼
            ",1,NEGATIVE,0.9958897233009338,NEGATIVE,0.9999903440475464
640,"

                        Unauthorised transactions to my account.
                
","
                Ola keeps taking unnecessary/ unauthorised money of my account after my rides: This usually occurs three days after the rides. It comes off as Ola temporary... I have been trying to find a contact number for this company to no avail. The first time it took 77p and now it’s taken £10.74 off my account without me even booking any ride. THIS COMPANY IS A SCAM SCAM SCAM!! Please AVOID for your own good.
            ",1,NEGATIVE,0.9731582999229431,NEGATIVE,0.9999898672103882
641,"

                        Non existent customer service
                
","
                Non existent customer service. Do not respond to emails and cannot find any other way to contact them. I left an item in a cab and have been trying to retrieve it. Several tickets have been raised and an automated response comes back to say they are working on it, but that was 4 days ago. Its a shame there customer support is so s**t because the actual taxi ride was very good.
            ",1,POSITIVE,0.7453537583351135,NEGATIVE,0.999948263168335
642,"

                        Again
                
","
                Again, mirroring what others have said below. Terrible app with multiple rides cancelling on me after waiting and watching them closing in on the collection point  Poor customer service too with no avenue to actually contact them.
            ",1,POSITIVE,0.9646273851394653,NEGATIVE,0.9999945163726807
643,"

                        This company is a joke
                
","
                This company is a scam! I just had one driver make me wait for 20 minutes and after I called him he said my job never appeared on his screen. Then the next driver proceeded to try to steal $5 from me by saying I got in and out when he never picked me up. The fact that there is no complaints email address or customer service line is a joke. Save your time and money by using Uber
            ",1,NEGATIVE,0.99806147813797,NEGATIVE,0.99998939037323
644,"

                        Ola is hopeless, terrible app and customer care
                
","
                Their app is clap, I had multiple experience which left me for long to wait as screen didn’t show correct info, like car’s location, time to pick up and so on without any notifications. They kept saying they are under way to improve their system but nothing has been changed and they always respond to my complain with same answer. Their customer service is terrible as they seem not to listen to customer voice, just pretending to accept my complains. I will not use this company although I am a regular rider between home and airport. I will use other source which works heaps better.
            ",1,NEGATIVE,0.9999585151672363,NEGATIVE,0.9999916553497314
645,"

                        These guys are rubbish
                
","
                These guys are rubbish - avoid at all costs. I signed someone up on their referral programme, and they refused to pay the referral fee. They then sent and outstanding fare of $15 to a debt collector - complete joke. Worst drivers and cars.
            ",1,NEGATIVE,0.999854326248169,NEGATIVE,0.9999961853027344
646,"

                        Worst worst worst and worst
                
","
                Worst worst worst and worstOla management clearly instructed to their drivers that they misbehave,  ude and whatever they can do with females. Bloody RASCALS 😡😡😡😡
            ",1,NEGATIVE,0.9999960660934448,NEGATIVE,0.999992847442627
647,"

                        Extremely poor service - a rubbish
                
","
                I am working as an Ola Partner and the service I received from the Ola Care is absolutely rubbish. A bad experience I have ever experienced. I had a fair from Cardiff to Bath and because of long distance journey they blocked my payments. It’s been two weeks now I have been chasing them. First thing they don’t answer your call. Secondly, if you are lucky and got hold of them they don’t do anything. They have just a script they read that they are sorry for the inconvenience. They understand my frustration, they have forwarded the query to the relevant team, they raised issue through their supervisor so it would get resolved soon HOWEVER in reality this all is a just lies they tell you. They don’t have any process in place for the complaints. I asked them many times to raise my complaint they did not. I spoke with their So-called supervisor named Aashoo on Monday this week he advised me that the issue is with top management with high ups and it will get resolved by Wednesday however it’s Friday nothing progressed. He also promised me a call back but did not happen. I am so annoyed that they don’t note the calls on account & I have to explain story again every time. A rubbish company to work with would never refer anyone Ola.
            ",1,NEGATIVE,0.9999845027923584,NEGATIVE,0.9999972581863403
648,"

                        Very Bad service
                
","
                Very bad service. No response to person harassment and do not have proper solution to customers' ordeal. They never respond to the grievance emails nor in the phone. Their helpline is the worst i have come across. Don't even deserve single star
            ",1,NEGATIVE,0.9996427297592163,NEGATIVE,0.9999908208847046
649,"

                        OLA cabs service is unfaithful and…
                
","
                OLA cabs service is unfaithful and scary. OLA cab drivers insist the passengers to cancel the trip when they come to pick the customers and they go with another customer if we don't accept to pay extra money.OLA charges collected money several times for one ride, OLA charged me cancellation fee when OLA driver went with another customer.OLA just wastes our time and it charges customers multiple times unnecessarily.Some times they leave the passenger in unknown locations even we give the proper destinations.
            ",1,NEGATIVE,0.9316017627716064,NEGATIVE,0.9999593496322632
650,"

                        50% off up to $10 - false advertising and bad marketing
                
","
                Ordered OLA for the first time while in Sydney 7/7/19. Was told by a friend to use OLA because they gave you 50% off your first 2 weeks. Happy days we thought. They actually gave us a price of $18 for the trip. So we booked them and we had a friendly driver. When we got our hotel in Sydney City, we were charged up to $36 with other fees mysteriously appearing on our account. The 50% off was actually 50% off upto a maximum $10. What a bunch of rip offs. We tried contacting them but they have no contact number. We were told on the website to send an email. We arrived at our hotel at 3pm. We got a messages back from them at 930pm. Slack service and useless customer care. Just as useless as tits on a bull. Never using them again ever. Uber for me and my family. The drives was a good man, but the company and there after service contact info is diabolical. Uber any day over OLA.
            ",1,NEGATIVE,0.9999110698699951,NEGATIVE,0.9999940395355225
651,"

                        Worst company ever
                
","
                Worst company ever. Stay clear, ride drivers, inconsistent. Says arrived but no cars. They cancel half way through asking them where they are. Don’t waste your money or time. Use Uber
            ",1,NEGATIVE,0.999991774559021,NEGATIVE,0.999983549118042
652,"

                        Not recommended
                
","
                Got told they will be with me in 10 minutes 15 minutes later nothing. Eventually came then took the long way to the destination then overcharged also the driver had no clue how to get around the place which they claim to have worked there for years
            ",1,NEGATIVE,0.9997324347496033,NEGATIVE,0.999909520149231
653,"

                        Friday 12/07/2019-First time i've used…
                
","
                Friday 12/07/2019-First time i've used Ola.a) After 10 minutes no car.b) Received message from Ola ( No car available).(C) Called UBER-Arrived 4 Minutes Later.(d) Ola then sends FIRST car-I told Ola I've organized with UBER.(E) Ola-sends second car ???(f) Ola then charges Cancellation fee.Conclusion -Thieves, NEVER AGAIN-More dishonest than Telstra.
            ",1,POSITIVE,0.9995903372764587,NEGATIVE,0.999993085861206
654,"

                        Dishonest Driver
                
","
                I left my laptop in the Ola, Ola took 7 hours to get hold of the driver (24 hours after I had taken my trip), I had no option on my app to contact him. Driver called me 24 hours after the trip and told me that I needed to give him money for it, I said no and told him that I would meet him in a McDonald's near him or for it to be taken to a police station. Driver negotiated a price. He was only interested in making some extra cash on the side. I insisted it be taken to a police station. Driver ignored my texts and calls the next day, despite telling me he would drop it at a station. 48 hours later, I contact police who contacted the driver. An hour later my laptop was at the station. NEVER will I use again. Ola does not have a phone number and I had FIVE different staff members contact me!! Each person told me I had to contact the driver myself, WHICH I DID. Disappointing the driver was still allowed to use their app despite his dishonesty, I was also not able to change my rating that I gave him.
            ",1,NEGATIVE,0.9995817542076111,NEGATIVE,0.9999738931655884
655,"

                        Watch Out for OLACABS double charging for ride
                
","
                I booked a cab with the cost being $28.72. I transferred $30 in the bank before booking. When I got home I check the internet banking, there was two transactions from OLACAB Melbourne for that night, the first transaction was for the $28.72 and the second one was for $28.16. Now my bank is in $26.88 arrears. This has happened to me twice now. Very disappointing will be sticking to Uber from now on. Spoke with customer support via live chat absolutely useless, they said we only have one transaction and tried to blame the bank.
            ",1,POSITIVE,0.944373607635498,NEGATIVE,0.9999940395355225
656,"

                        Worst platform I have used
                
","
                Worst platform I have used. Quoted $55 for the trip with 50%off first ride. Charged me $73 and then would only offer $10off not the 50%off as advertised. The driver was also awful and only using ola as he was banned from using Uber.
            ",1,NEGATIVE,0.9999969005584717,NEGATIVE,0.9999946355819702
657,"

                        Tried to book taxi but nobody wanted…
                
","
                Tried to book taxi but nobody wanted the job it was an airport run so it wasn't that bad . I'm a taxi driver myself and would not recommend this company to anyone uber are the same and if you book either company at peek time the price of a taxi is much more than a normal cab
            ",1,NEGATIVE,0.7902292013168335,NEGATIVE,0.9989830851554871
658,"

                        Worst experience ever they charged me…
                
","
                Worst experience ever they charged me twice never use
            ",1,NEGATIVE,0.9999949932098389,NEGATIVE,0.9999961853027344
659,"

                        I have had recent trip to Mumbai and…
                
","
                I have had recent trip to Mumbai and booked for ride through ola cab and fare was rs. 320 and charged rs. 412 instead. Complained to OLa customer service for refund but instead refund was informed issued a coupon. I am a resident of United Kingdom and no future plan for holiday for using voucher coupon. Ola is a cheating company ripping off general public. Beware of ola cab and never use their service.
            ",1,POSITIVE,0.9812765121459961,NEGATIVE,0.9999821186065674
660,"

                        Never again
                
","
                First Ola ride was good and I was charged the correct amount.  Second ride the driver was terrible and then the fare was taken twice from my account.  It was an expensive lesson and I will be returning to Uber.  I wish I had read all these bad reviews before using Ola.
            ",1,NEGATIVE,0.9995970129966736,NEGATIVE,0.9999697208404541
661,"

                        Charging more than usual price for same distance.
                
","
                I used ola to go to my work. It shows some ££ during the booking time but chargerd me more ££s. And when i complain in support the did not reply me at all. And the also did not gave first 5 discount rides to my husband. We write to them but no any replies on his again and again write to them.
            ",1,POSITIVE,0.9840288758277893,NEGATIVE,0.9995713829994202
662,"

                        TOTAL scam — !! AVOID !!
                
","
                Took 1.5 rides with Ola in Australia — from Sydney airport, and back. But on the way back it logged me out if my account and wouldn’t let me log back in. I just kept getting a pop-up to contact support.Well, once I still couldn’t log on upon landing in Melbourne, I did. I got a response asking for my IMEI number, gave it, and ... silence.After a few days I emailed again to open a new ticket, including the IMEI up front this time, and ... silence.Did the same and opened a third ticket ... silence. Finally started tweeting at them, super responsive until I actually gave them my info to look up my account/tickets, at which point they just tell you to please give their “concerned team” a bit more time and then just leave you on read.Followed up on the emailed tickets again last night and finally got a response ... asking for my IMEI number. Yes, for real.I’m leaving Australia tomorrow so at this point wish they would just delete all my data. Thank god I could at least unlink Ola from my payment source on PayPal’s side or I wpuld have been really screwed.Wish I read the reviews here before getting into this mess. It’s the kind of cluster that gives us Indians a bad name — it’s why if I had known this was an Indian co, I’d have known to avoid in the first place.
            ",1,NEGATIVE,0.999937891960144,NEGATIVE,0.9999891519546509
663,"

                        Beware the possibility of unethical legal action from this indian based company BEFORE installing this app
                
","
                (This review is based purely on my experience and opinions)I used OLA cabs a few times and was unhappy with the quality of the app which kept crashing and freezing. Sometimes i would i have to wait over 30 minutes just for a ride which displays a driver being ""2 minutes away""After i stopped using the app a charge was made to my card of which i did not use anymore. i did not purchase a ride and did not even have the app on my phone. luckily this charge did not go though due to moving money to another bank account. Rather than investigating and listening to my claim i was contacted by a third party via a letter of demand for payment for the unpaid fare that was not mine! despite me informing them that this was likely a fraudulent charge they still have not responded to me directly.I would be very careful. After doing research i found that Ola is not a taxi or cab service rather a corporate rideshare business from india.
            ",1,NEGATIVE,0.9998581409454346,NEGATIVE,0.9999887943267822
664,"

                        Never rode with ola but never will…
                
","
                Never rode with ola but never will cause I'm sick to deaf of your stupid f##king ads on YouTube. F off.
            ",1,NEGATIVE,0.9437717795372009,NEGATIVE,0.9989089965820312
665,"

                        I wish i could give negative review
                
","
                I wish i could give negative review. Worst experience . It may shows you 2-3 minutes away but it will take more the  30 minutes. Its basically a trap and when you try to cancel it you get charged.
            ",1,NEGATIVE,0.9539032578468323,NEGATIVE,0.9999898672103882
666,"

                        I wish to give them negative reviews
                
","
                I wish to give them negative reviews. Never use ola better uber even in night/emergency  u can rely on them ..ola got a very stupid driver, they works according to their mood .
            ",1,NEGATIVE,0.9988981485366821,NEGATIVE,0.9976760745048523
667,"

                        this is very bad Your Costumer Care…
                
","
                this is very bad Your Costumer Care Staff and Your App U r Charg A Customer in extra Charges Bat this Is not good
            ",1,NEGATIVE,0.999936580657959,NEGATIVE,0.9999336004257202
668,"

                        Worst ever I have to deal with...
                
","
                Worst ever I have to deal with...Booking show alot lower than actual you paidDo not join ola drive
            ",1,NEGATIVE,0.9999936819076538,NEGATIVE,0.9999903440475464
669,"

                        They have stolen lots of money from my…
                
","
                They have stolen lots of money from my account and are not responding to any emails, phone calls or Facebook.
            ",1,NEGATIVE,0.8488414883613586,NEGATIVE,0.9999293088912964
670,"

                        We tried it once - Never again
                
","
                We tried it once, Twice the drive dropped outNever use them again,Rubbish service
            ",1,NEGATIVE,0.9999678134918213,NEGATIVE,0.9999682903289795
671,"

                        The drivers constantly cancel pick ups…
                
","
                The drivers constantly cancel pick ups when they find out that you only want to go a short distance and Ola lets them get away with this'There is no obvious complaints process provided by Ola giving the impression they don't care about customer service
            ",1,NEGATIVE,0.997974693775177,POSITIVE,0.9595363140106201
672,"

                        Can never get an Ola from my house…
                
","
                Can never get an Ola from my house which is super annoying and can only get one if im in the CBD. Im not even too far from town but no one ever comes. Have gone back to uber who are reliable.
            ",1,POSITIVE,0.9905737042427063,NEGATIVE,0.9997937083244324
673,"

                        Dear Ola
                
","
                Dear Ola. Can you please imporve your system for booking your cab from the airport like other airports in the country. Every time when I have booked a cab from Mumbai airport though the ola says 6 min. I end up waiting for 20 min due mismanaged pick up zone pathetic GVK money extraction system. In other airports a cue of taxis and customers is followed for a easy and smooth pick ride systemThank you for listening
            ",4,POSITIVE,0.9603193998336792,NEGATIVE,0.9996243715286255
674,"

                        If I could give negative stars I would
                
","
                If I could give negative stars I would. These scum bags took nearly $300 from my bank account for a $19 ride....they are scammers, they need to be shut down!! DO NOT USE THEM YOU HAVE BEEN WARNED...ABHORRENT CUSTOMER SERVICE & NO RESOLUTION
            ",1,NEGATIVE,0.9987735152244568,NEGATIVE,0.99998939037323
675,"

                        Havent used OlaCabs but my account was…
                
","
                Havent used OlaCabs but my account was deducted over $400.00.  When trying to find out more they keep dicking me around telling me that they do not have these payments yet my bank states they have and the transactions show OlaCabs Melbourne.  I've asked numerous times can they confirm if it was received and all they say is the bank will know.  THE BANK HAS CONFIRMED IT WAS OLA CABS
            ",1,NEGATIVE,0.9942164421081543,NEGATIVE,0.9997183680534363
676,"

                        Horrible service
                
","
                Horrible service. Stupid app. Most of the drivers dont know the area.  I'd rather pay extra for the experts
            ",1,NEGATIVE,0.9988945126533508,NEGATIVE,0.9999736547470093
677,"

                        Worst customer service for new drivers…
                
","
                Worst customer service for new drivers to get registered.   Nearly 2 months now and the account is still pending.   Very unprofessional staff handling the calls. They don’t have any idea whats i going on and what will be the solution.
            ",1,NEGATIVE,0.9999420642852783,NEGATIVE,0.999990701675415
678,"

                        ola is doing totaly fraud with…
                
","
                ola is doing totaly fraud with customer. so i have already uninstalled.so i suggesting you don't book from ola cab use uber only
            ",1,NEGATIVE,0.9982319474220276,NEGATIVE,0.9992985725402832
679,"

                        In a time pinch and requested an Ola…
                
","
                In a time pinch and requested an Ola with 1 minute waiting time. After waiting 10 minutes the driver cancels. Connects me to another driver, 3 minutes away, 15 minutes later he arrives, three streets over and calls telling me I will have to walk to him. Won't bother trying it again unfortunately.
            ",1,NEGATIVE,0.9994370341300964,NEGATIVE,0.9999876022338867
680,"

                        Ola driver - terrible savage
                
","
                Ola driver called me to find my destination after booking. The destination is not to his liking. So he wanted me to cancel. I had refused to cancel. So what he did was horrible . He came to the pick up location and waited. But refused to open the door and left saying that customer did not turn up. Such a pathetic experience.
            ",1,NEGATIVE,0.9999452829360962,NEGATIVE,0.9999960660934448
681,"

                        i was over charged twice
                
","
                i was over charged twice the location i wanted to be dropped off first time was changed on my phone don’t know why ended up to wrong address and got charged second time same thing happed i got taken to bear wood instead of smethwick and got charged extra even though i confirmed with driver my destination address
            ",1,NEGATIVE,0.9953498840332031,NEGATIVE,0.9999641180038452
682,"

                        Very unhappy with ola.
                
","
                Very unhappy with ola.The app never worked for me & I always ended up to get either taxi or uber.What a waste of time & money.Never again
            ",1,NEGATIVE,0.9998459815979004,NEGATIVE,0.9999954700469971
